route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
21-U1-j22-4,T3#1,15092.T3.21-U1-j22-4.8.R,21-U1-j22-4.8.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15093.T3.21-U1-j22-4.8.R,21-U1-j22-4.8.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15094.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15095.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15096.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15097.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15098.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15099.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15100.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15101.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15102.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15103.T3.21-U1-j22-4.5.R,21-U1-j22-4.5.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15104.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15105.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15106.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15107.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15108.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15109.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15110.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15111.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15112.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15113.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15117.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15122.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15123.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15124.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15125.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15126.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15127.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15128.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15129.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15130.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15131.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15132.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15133.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15134.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15135.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15140.T3.21-U1-j22-4.2.H,21-U1-j22-4.2.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15141.T3.21-U1-j22-4.2.H,21-U1-j22-4.2.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15142.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15143.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15144.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15145.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15146.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15147.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15148.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15149.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15150.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15151.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15152.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15153.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15154.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15176.T3.21-U1-j22-4.7.R,21-U1-j22-4.7.R,Wien Oberlaa,1,
21-U1-j22-4,T3#1,15177.T3.21-U1-j22-4.8.R,21-U1-j22-4.8.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15178.T3.21-U1-j22-4.8.R,21-U1-j22-4.8.R,Wien Alaudagasse,1,
21-U1-j22-4,T3#1,15857.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15858.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15859.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15860.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15861.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15862.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15863.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15864.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15865.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15866.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15867.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15868.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15869.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15870.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15871.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15872.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15873.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15874.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15875.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15876.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15877.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15878.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15879.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15880.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15881.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15882.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15883.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15884.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15885.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15886.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15887.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15888.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15889.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15890.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15891.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15892.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15893.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15894.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15895.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15896.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15897.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15898.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15899.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15900.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15901.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15902.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15903.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15904.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15905.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15906.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15907.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15908.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15909.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15910.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15911.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15912.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15913.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15914.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15915.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15916.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15917.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15918.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15919.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15920.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15921.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15922.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15923.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15924.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15925.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15926.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15927.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15928.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15929.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15930.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15931.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15932.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15933.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15934.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15935.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15936.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15937.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15938.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15939.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15940.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15941.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,15942.T3.21-U1-j22-4.3.H,21-U1-j22-4.3.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16122.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16123.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16124.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16125.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16126.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16127.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16128.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16129.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16130.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16131.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16132.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16133.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16134.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16135.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16136.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16137.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16138.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16139.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16140.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16141.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16142.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16143.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16144.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16145.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16146.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16147.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16148.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16149.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16150.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16151.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16152.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16153.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16154.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16155.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16156.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16157.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16158.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16159.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16160.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16161.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16162.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16163.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16164.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16165.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16166.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16167.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16168.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16169.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16170.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16171.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16172.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16173.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16174.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16175.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16176.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16177.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16178.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16179.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16180.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16181.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16182.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16183.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16184.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16185.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16186.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16187.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16188.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16190.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16191.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16192.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16193.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16194.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16195.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16196.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16197.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16198.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16199.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16200.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16201.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16202.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16203.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16204.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16205.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
21-U1-j22-4,T3#1,16206.T3.21-U1-j22-4.1.H,21-U1-j22-4.1.H,Wien Leopoldau,0,
