shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
21-U1-j22-24.1.H,48.2327626873135,16.4162962566338,113,12786.31
21-U1-j22-24.1.H,48.2327626924325,16.416296258919,114,12786.31
21-U1-j22-24.1.H,48.2347831795868,16.4200219317289,115,13142.15
21-U1-j22-24.1.H,48.2350261089678,16.420385929082,116,13180.31
21-U1-j22-24.1.H,48.2361670837756,16.4215718849203,117,13334.62
21-U1-j22-24.1.H,48.236670219913,16.4221648628394,118,13405.75
21-U1-j22-24.1.H,48.2372721339194,16.4230009248745,119,13496.93
21-U1-j22-24.1.H,48.2380490472448,16.4243880135049,120,13631.15
21-U1-j22-24.1.H,48.2400291206911,16.4279199197079,121,13973.05
21-U1-j22-24.1.H,48.2416271836062,16.4308839109883,122,14255.46
21-U1-j22-24.1.H,48.2432751505259,16.4331806336755,123,14505.47
21-U1-j22-24.1.H,48.2436491154434,16.433701926035,124,14562.21
21-U1-j22-24.1.H,48.2441960888012,16.4345649375286,125,14650.44
21-U1-j22-24.1.H,48.2446192218946,16.4351179404175,126,14712.81
21-U1-j22-24.1.H,48.2450771086194,16.4356838790466,127,14778.76
21-U1-j22-24.1.H,48.2455081309846,16.4361158788668,128,14836.38
21-U1-j22-24.1.H,48.2466492309512,16.437288898965,129,14990.15
21-U1-j22-24.1.H,48.2469370892124,16.4376398707465,130,15031.38
21-U1-j22-24.1.H,48.2471700905046,16.4380168936713,131,15069.46
21-U1-j22-24.1.H,48.247341116965,16.4383678654529,132,15101.67
21-U1-j22-24.1.H,48.2474840872292,16.4387318628061,133,15132.96
21-U1-j22-24.1.H,48.248319228975,16.4409948986701,134,15324.54
21-U1-j22-24.1.H,48.2485522239704,16.4414808872389,135,15368.88
21-U1-j22-24.1.H,48.2487670928687,16.4418448845921,136,15404.90
21-U1-j22-24.1.H,48.2491091345364,16.4422899099839,137,15455.22
21-U1-j22-24.1.H,48.2497202337171,16.4428557587814,138,15535.05
21-U1-j22-24.1.H,48.2504127361685,16.4434139718991,139,15622.44
21-U1-j22-24.1.H,48.2510951203583,16.4439639205161,140,15708.56
21-U1-j22-24.1.H,48.2523261763064,16.4450029119738,141,15865.58
21-U1-j22-24.1.H,48.2526131054027,16.4453269342969,142,15905.50
21-U1-j22-24.1.H,48.2528741335176,16.4456508667884,143,15943.15
21-U1-j22-24.1.H,48.2531431753084,16.4460148641415,144,15983.41
21-U1-j22-24.1.H,48.2534671241501,16.4463788614947,145,16028.40
21-U1-j22-24.1.H,48.2537541066569,16.4466759343592,146,16067.16
21-U1-j22-24.1.H,48.254113101681,16.4469998668507,147,16113.72
21-U1-j22-24.1.H,48.2545451843188,16.4473369147454,148,16167.86
21-U1-j22-24.1.H,48.2552010768707,16.4478098777425,149,16248.77
21-U1-j22-24.1.H,48.2575656533891,16.4496047116804,150,16543.36
21-U1-j22-24.1.H,48.2579242029962,16.4498769012116,151,16588.04
21-U1-j22-24.1.H,48.259281226196,16.4507818640289,152,16753.13
21-U1-j22-24.1.H,48.2598831133634,16.4511339137888,153,16824.96
21-U1-j22-24.1.H,48.2601441043641,16.451241891286,154,16855.06
21-U1-j22-24.1.H,48.2604041969573,16.4512958800346,155,16884.25
21-U1-j22-24.1.H,48.2621401271276,16.4515018637292,156,17077.88
21-U1-j22-24.1.H,48.2634127184032,16.4516079547643,157,17219.60
21-U1-j22-24.1.H,48.2644692201816,16.4516958998306,158,17337.26
21-U1-j22-24.1.H,48.2649010956982,16.4516838624058,159,17385.29
21-U1-j22-24.1.H,48.2652871015353,16.4516039123455,160,17428.62
21-U1-j22-24.1.H,48.2657461187796,16.451388945498,161,17482.08
21-U1-j22-24.1.H,48.2669341266818,16.4506369657736,162,17625.43
21-U1-j22-24.1.H,48.2681491347394,16.4498449211874,163,17772.71
21-U1-j22-24.1.H,48.2685181341257,16.4495499144481,164,17819.19
21-U1-j22-24.1.H,48.2688601034679,16.4492139445318,165,17864.62
21-U1-j22-24.1.H,48.2695440950818,16.4486629179364,166,17950.92
21-U1-j22-24.1.H,48.2709211991281,16.4479119263588,167,18113.82
21-U1-j22-24.1.H,48.271017704442,16.4478717716656,168,18124.96
21-U1-j22-24.1.H,48.2724681322423,16.4472689122783,169,18292.30
21-U1-j22-24.1.H,48.2733051977339,16.4469339305088,170,18388.62
21-U1-j22-24.1.H,48.2738181327331,16.44678588815,171,18446.70
21-U1-j22-24.1.H,48.2744921928813,16.446747799582,172,18521.70
21-U1-j22-24.1.H,48.2750501960314,16.4468698806291,173,18584.41
21-U1-j22-24.1.H,48.2755620971296,16.4471667738305,174,18645.42
21-U1-j22-24.1.H,48.2759031823185,16.4474649246734,175,18689.30
21-U1-j22-24.1.H,48.2763172046636,16.4480039138439,176,18750.21
21-U1-j22-24.1.H,48.2766491973419,16.4486109054815,177,18808.35
21-U1-j22-24.1.H,48.2769811878629,16.4495419194421,178,18886.52
21-U1-j22-24.1.H,48.2772582335867,16.4505388697445,179,18966.47
21-U1-j22-24.1.H,48.27752565243,16.4517845635492,180,19063.33
21-U1-j22-24.2.H,48.1456993889577,16.3863675377515,1,0.00
21-U1-j22-24.2.H,48.1459858969134,16.3852132026112,2,91.38
21-U1-j22-24.2.H,48.1461690094238,16.3844066053175,3,154.59
21-U1-j22-24.2.H,48.1462776778487,16.3839487340171,4,190.65
21-U1-j22-24.2.H,48.1463711217211,16.3836900192152,5,212.47
21-U1-j22-24.2.H,48.1464701996117,16.3834966119345,6,230.56
21-U1-j22-24.2.H,48.1467396809165,16.3832034018258,7,267.59
21-U1-j22-24.2.H,48.1471323922418,16.3829687618735,8,314.60
21-U1-j22-24.2.H,48.1475382866869,16.3827613408744,9,362.29
21-U1-j22-24.2.H,48.1477050309348,16.3826973808261,10,381.43
21-U1-j22-24.2.H,48.1480690853289,16.3826124002002,11,422.39
21-U1-j22-24.2.H,48.1482451778843,16.3825947932207,12,442.02
21-U1-j22-24.2.H,48.1484260047707,16.382587876193,13,462.13
21-U1-j22-24.2.H,48.148645909065,16.3825862592255,14,486.58
21-U1-j22-24.2.H,48.151206534999,16.3825193347368,15,771.36
21-U1-j22-24.2.H,48.1529670859885,16.3824053385272,16,967.30
21-U1-j22-24.2.H,48.1534924347844,16.3823623092251,17,1025.81
21-U1-j22-24.2.H,48.1553770778319,16.3822071701755,18,1235.69
21-U1-j22-24.2.H,48.1557465911164,16.3822405875041,19,1276.85
21-U1-j22-24.2.H,48.1560836812741,16.3822862219205,20,1314.48
21-U1-j22-24.2.H,48.1565267791722,16.3824084826307,21,1364.58
21-U1-j22-24.2.H,48.1577163049141,16.3828789303451,22,1501.38
21-U1-j22-24.2.H,48.1600098843734,16.3836350423198,23,1762.50
21-U1-j22-24.2.H,48.160302005029,16.3837124770973,24,1795.49
21-U1-j22-24.2.H,48.160915902401,16.3837699692755,25,1863.89
21-U1-j22-24.2.H,48.1612062202686,16.3837488588664,26,1896.21
21-U1-j22-24.2.H,48.1614203773288,16.3837205619349,27,1920.11
21-U1-j22-24.2.H,48.1616725829722,16.3836567815497,28,1948.55
21-U1-j22-24.2.H,48.1618423971449,16.3835868027891,29,1968.13
21-U1-j22-24.2.H,48.1619733226494,16.383532903872,30,1983.23
21-U1-j22-24.2.H,48.1676693071557,16.3808726329893,31,2646.62
21-U1-j22-24.2.H,48.1685570364551,16.3805022575976,32,2749.08
21-U1-j22-24.2.H,48.1730642857734,16.3786218142131,33,3269.30
21-U1-j22-24.2.H,48.1739580920103,16.3783089309996,34,3371.36
21-U1-j22-24.2.H,48.1748652414843,16.377945203141,35,3475.77
21-U1-j22-24.2.H,48.1792771149794,16.3761759711886,36,3983.59
21-U1-j22-24.2.H,48.1819900869843,16.3750878418848,37,4295.86
21-U1-j22-24.2.H,48.1843911088639,16.37422887281,38,4570.33
21-U1-j22-24.2.H,48.1861530963977,16.3739049403185,39,4767.72
21-U1-j22-24.2.H,48.1865667075897,16.3737819609561,40,4814.61
21-U1-j22-24.2.H,48.1870902150291,16.3736119098728,41,4874.17
21-U1-j22-24.2.H,48.1871926879451,16.3735552261784,42,4886.31
21-U1-j22-24.2.H,48.1910021274228,16.3714499344782,43,5337.74
21-U1-j22-24.2.H,48.1930261793144,16.3707249042123,44,5569.13
21-U1-j22-24.2.H,48.193787476168,16.3703405151022,45,5658.45
21-U1-j22-24.2.H,48.1942761182318,16.3700939275567,46,5715.78
21-U1-j22-24.2.H,48.1948521829149,16.3697169046319,47,5785.66
21-U1-j22-24.2.H,48.1958951908275,16.3687899330901,48,5920.46
21-U1-j22-24.2.H,48.1968130896873,16.3679429116085,49,6040.29
21-U1-j22-24.2.H,48.197056079535,16.3678219085398,50,6068.76
21-U1-j22-24.2.H,48.197505110723,16.367700905471,51,6119.49
21-U1-j22-24.2.H,48.1979101874888,16.3676878798993,52,6164.54
21-U1-j22-24.2.H,48.1986121932079,16.367836910405,53,6243.38
21-U1-j22-24.2.H,48.1989352299672,16.3679709390454,54,6280.65
21-U1-j22-24.2.H,48.1995651308201,16.3682139333298,55,6352.97
21-U1-j22-24.2.H,48.2012243316331,16.3690131644382,56,6546.74
21-U1-j22-24.2.H,48.2021371056728,16.3694528897698,57,6653.34
21-U1-j22-24.2.H,48.2041152159075,16.3703418625751,58,6882.95
21-U1-j22-24.2.H,48.2044561790956,16.3704499299038,59,6921.70
21-U1-j22-24.2.H,48.2048971827254,16.3705039186524,60,6970.90
21-U1-j22-24.2.H,48.2054281063046,16.3705049067992,61,7029.94
21-U1-j22-24.2.H,48.2059672263868,16.3705179323708,62,7089.89
21-U1-j22-24.2.H,48.2065792001296,16.3706128842964,63,7158.30
21-U1-j22-24.2.H,48.2070280879795,16.3707879659453,64,7209.87
21-U1-j22-24.2.H,48.2074691293318,16.3710709352598,65,7263.21
21-U1-j22-24.2.H,48.2078741273098,16.3714209188946,66,7315.18
21-U1-j22-24.2.H,48.2080790496785,16.3716257347794,67,7342.56
21-U1-j22-24.2.H,48.2083862221636,16.371932868775,68,7383.60
21-U1-j22-24.2.H,48.2096451850538,16.3734538962143,69,7563.33
21-U1-j22-24.2.H,48.2104362265499,16.3744638720884,70,7678.82
21-U1-j22-24.2.H,48.2108852003195,16.3751368898994,71,7749.38
21-U1-j22-24.2.H,48.2111730802294,16.3757159439316,72,7802.91
21-U1-j22-24.2.H,48.211370207294,16.3762399312369,73,7847.50
21-U1-j22-24.2.H,48.2116040889218,16.3769808616833,74,7908.25
21-U1-j22-24.2.H,48.2117931928406,16.3776397759443,75,7961.41
21-U1-j22-24.2.H,48.211897711516,16.3780792317814,76,7995.99
21-U1-j22-24.2.H,48.2120171953762,16.3785819290144,77,8035.53
21-U1-j22-24.2.H,48.2123311085581,16.3797528829874,78,8129.06
21-U1-j22-24.2.H,48.2125021916293,16.3802778584396,79,8172.36
21-U1-j22-24.2.H,48.2126281989141,16.3806008926158,80,8200.09
21-U1-j22-24.2.H,48.2127542058889,16.3808699380434,81,8224.46
21-U1-j22-24.2.H,48.21388609977,16.3829968791419,82,8426.15
21-U1-j22-24.2.H,48.2152672769076,16.3855014719859,83,8667.03
21-U1-j22-24.2.H,48.2161061768784,16.3870228587513,84,8813.34
21-U1-j22-24.2.H,48.2169861840376,16.3888938698253,85,8983.03
21-U1-j22-24.2.H,48.2173812306251,16.3896079406448,86,9051.79
21-U1-j22-24.2.H,48.2178400793955,16.3901598655554,87,9117.18
21-U1-j22-24.2.H,48.2183161022174,16.3906319302373,88,9180.62
21-U1-j22-24.2.H,48.2187841002217,16.391169931261,89,9246.17
21-U1-j22-24.2.H,48.2190822304963,16.3916179210933,90,9293.08
21-U1-j22-24.2.H,48.2191341233019,16.39169589486,91,9301.25
21-U1-j22-24.2.H,48.2194491899102,16.3923149239223,92,9358.96
21-U1-j22-24.2.H,48.2199870850508,16.3936339202542,93,9473.53
21-U1-j22-24.2.H,48.2206792119761,16.3951828852988,94,9611.70
21-U1-j22-24.2.H,48.2215872103744,16.3968389295253,95,9770.59
21-U1-j22-24.2.H,48.2224131990143,16.3983738808515,96,9916.77
21-U1-j22-24.2.H,48.2227810921351,16.3992499179167,97,9993.48
21-U1-j22-24.2.H,48.2232662258244,16.400326908111,98,10089.79
21-U1-j22-24.2.H,48.2237108977432,16.4011561429499,99,10168.65
21-U1-j22-24.2.H,48.2253241924859,16.4041648703314,100,10454.76
21-U1-j22-24.2.H,48.2291993153352,16.4113570519916,101,11139.97
21-U1-j22-24.2.H,48.2291993102163,16.4113570497071,102,11139.97
21-U1-j22-24.2.H,48.2301650829853,16.4131499073512,103,11310.75
21-U1-j22-24.2.H,48.2304712253786,16.4135939445961,104,11358.09
21-U1-j22-24.2.H,48.2308391802608,16.4139309026592,105,11406.02
21-U1-j22-24.2.H,48.2317021793642,16.4146588973655,106,11516.09
21-U1-j22-24.2.H,48.2321072250272,16.4151039227572,107,11571.90
21-U1-j22-24.2.H,48.2325472126426,16.4158989317837,108,11648.46
21-U1-j22-24.2.H,48.2327626873135,16.4162962566338,109,11686.41
21-U1-j22-24.2.H,48.2327626924325,16.416296258919,110,11686.41
21-U1-j22-24.2.H,48.2347831795868,16.4200219317289,111,12042.25
21-U1-j22-24.2.H,48.2350261089678,16.420385929082,112,12080.41
21-U1-j22-24.2.H,48.2361670837756,16.4215718849203,113,12234.72
21-U1-j22-24.2.H,48.236670219913,16.4221648628394,114,12305.84
21-U1-j22-24.2.H,48.2372721339194,16.4230009248745,115,12397.02
21-U1-j22-24.2.H,48.2380490472448,16.4243880135049,116,12531.25
21-U1-j22-24.2.H,48.2400291206911,16.4279199197079,117,12873.15
21-U1-j22-24.2.H,48.2416271836062,16.4308839109883,118,13155.56
21-U1-j22-24.2.H,48.2432751505259,16.4331806336755,119,13405.57
21-U1-j22-24.2.H,48.2436491154434,16.433701926035,120,13462.31
21-U1-j22-24.2.H,48.2441960888012,16.4345649375286,121,13550.53
21-U1-j22-24.2.H,48.2446192218946,16.4351179404175,122,13612.91
21-U1-j22-24.2.H,48.2450771086194,16.4356838790466,123,13678.85
21-U1-j22-24.2.H,48.2455081309846,16.4361158788668,124,13736.48
21-U1-j22-24.2.H,48.2466492309512,16.437288898965,125,13890.24
21-U1-j22-24.2.H,48.2469370892124,16.4376398707465,126,13931.47
21-U1-j22-24.2.H,48.2471700905046,16.4380168936713,127,13969.56
21-U1-j22-24.2.H,48.247341116965,16.4383678654529,128,14001.76
21-U1-j22-24.2.H,48.2474840872292,16.4387318628061,129,14033.06
21-U1-j22-24.2.H,48.248319228975,16.4409948986701,130,14224.63
21-U1-j22-24.2.H,48.2485522239704,16.4414808872389,131,14268.98
21-U1-j22-24.2.H,48.2487670928687,16.4418448845921,132,14304.99
21-U1-j22-24.2.H,48.2491091345364,16.4422899099839,133,14355.32
21-U1-j22-24.2.H,48.2497202337171,16.4428557587814,134,14435.15
21-U1-j22-24.2.H,48.2504127361685,16.4434139718991,135,14522.54
21-U1-j22-24.2.H,48.2510951203583,16.4439639205161,136,14608.65
21-U1-j22-24.2.H,48.2523261763064,16.4450029119738,137,14765.67
21-U1-j22-24.2.H,48.2526131054027,16.4453269342969,138,14805.59
21-U1-j22-24.2.H,48.2528741335176,16.4456508667884,139,14843.24
21-U1-j22-24.2.H,48.2531431753084,16.4460148641415,140,14883.51
21-U1-j22-24.2.H,48.2534671241501,16.4463788614947,141,14928.50
21-U1-j22-24.2.H,48.2537541066569,16.4466759343592,142,14967.25
21-U1-j22-24.2.H,48.254113101681,16.4469998668507,143,15013.82
21-U1-j22-24.2.H,48.2545451843188,16.4473369147454,144,15067.96
21-U1-j22-24.2.H,48.2552010768707,16.4478098777425,145,15148.86
21-U1-j22-24.2.H,48.2575656533891,16.4496047116804,146,15443.46
21-U1-j22-24.2.H,48.2579242029962,16.4498769012116,147,15488.13
21-U1-j22-24.2.H,48.259281226196,16.4507818640289,148,15653.23
21-U1-j22-24.2.H,48.2598831133634,16.4511339137888,149,15725.05
21-U1-j22-24.2.H,48.2601441043641,16.451241891286,150,15755.15
21-U1-j22-24.2.H,48.2604041969573,16.4512958800346,151,15784.35
21-U1-j22-24.2.H,48.2621401271276,16.4515018637292,152,15977.98
21-U1-j22-24.2.H,48.2634127184032,16.4516079547643,153,16119.70
21-U1-j22-24.2.H,48.2644692201816,16.4516958998306,154,16237.36
21-U1-j22-24.2.H,48.2649010956982,16.4516838624058,155,16285.39
21-U1-j22-24.2.H,48.2652871015353,16.4516039123455,156,16328.72
21-U1-j22-24.2.H,48.2657461187796,16.451388945498,157,16382.18
21-U1-j22-24.2.H,48.2669341266818,16.4506369657736,158,16525.53
21-U1-j22-24.2.H,48.2681491347394,16.4498449211874,159,16672.80
21-U1-j22-24.2.H,48.2685181341257,16.4495499144481,160,16719.28
21-U1-j22-24.2.H,48.2688601034679,16.4492139445318,161,16764.72
21-U1-j22-24.2.H,48.2695440950818,16.4486629179364,162,16851.02
21-U1-j22-24.2.H,48.2709211991281,16.4479119263588,163,17013.92
21-U1-j22-24.2.H,48.271017704442,16.4478717716656,164,17025.06
21-U1-j22-24.2.H,48.2724681322423,16.4472689122783,165,17192.39
21-U1-j22-24.2.H,48.2733051977339,16.4469339305088,166,17288.72
21-U1-j22-24.2.H,48.2738181327331,16.44678588815,167,17346.80
21-U1-j22-24.2.H,48.2744921928813,16.446747799582,168,17421.80
21-U1-j22-24.2.H,48.2750501960314,16.4468698806291,169,17484.50
21-U1-j22-24.2.H,48.2755620971296,16.4471667738305,170,17545.52
21-U1-j22-24.2.H,48.2759031823185,16.4474649246734,171,17589.40
21-U1-j22-24.2.H,48.2763172046636,16.4480039138439,172,17650.31
21-U1-j22-24.2.H,48.2766491973419,16.4486109054815,173,17708.45
21-U1-j22-24.2.H,48.2769811878629,16.4495419194421,174,17786.62
21-U1-j22-24.2.H,48.2772582335867,16.4505388697445,175,17866.57
21-U1-j22-24.2.H,48.27752565243,16.4517845635492,176,17963.43
21-U1-j22-24.3.H,48.1534924347844,16.3823623092251,1,0.00
21-U1-j22-24.3.H,48.1553770778319,16.3822071701755,2,209.88
21-U1-j22-24.3.H,48.1557465911164,16.3822405875041,3,251.04
21-U1-j22-24.3.H,48.1560836812741,16.3822862219205,4,288.68
21-U1-j22-24.3.H,48.1565267791722,16.3824084826307,5,338.77
21-U1-j22-24.3.H,48.1577163049141,16.3828789303451,6,475.57
21-U1-j22-24.3.H,48.1600098843734,16.3836350423198,7,736.70
21-U1-j22-24.3.H,48.160302005029,16.3837124770973,8,769.68
21-U1-j22-24.3.H,48.160915902401,16.3837699692755,9,838.08
21-U1-j22-24.3.H,48.1612062202686,16.3837488588664,10,870.40
21-U1-j22-24.3.H,48.1614203773288,16.3837205619349,11,894.30
21-U1-j22-24.3.H,48.1616725829722,16.3836567815497,12,922.74
21-U1-j22-24.3.H,48.1618423971449,16.3835868027891,13,942.33
21-U1-j22-24.3.H,48.1619733226494,16.383532903872,14,957.42
21-U1-j22-24.3.H,48.1676693071557,16.3808726329893,15,1620.81
21-U1-j22-24.3.H,48.1685570364551,16.3805022575976,16,1723.27
21-U1-j22-24.3.H,48.1730642857734,16.3786218142131,17,2243.49
21-U1-j22-24.3.H,48.1739580920103,16.3783089309996,18,2345.55
21-U1-j22-24.3.H,48.1748652414843,16.377945203141,19,2449.96
21-U1-j22-24.3.H,48.1792771149794,16.3761759711886,20,2957.78
21-U1-j22-24.3.H,48.1819900869843,16.3750878418848,21,3270.05
