shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
21-U1-j22-4.6.R,48.2291955453209,16.4113500451324,74,6824.13
21-U1-j22-4.6.R,48.2253241924859,16.4041648703314,75,7508.67
21-U1-j22-4.6.R,48.223707486412,16.4011497649113,76,7795.39
21-U1-j22-4.6.R,48.2232662258244,16.400326908111,77,7873.64
21-U1-j22-4.6.R,48.2227810921351,16.3992499179167,78,7969.95
21-U1-j22-4.6.R,48.2224131990143,16.3983738808515,79,8046.66
21-U1-j22-4.6.R,48.2215872103744,16.3968389295253,80,8192.84
21-U1-j22-4.6.R,48.2206792119761,16.3951828852988,81,8351.73
21-U1-j22-4.6.R,48.2199870850508,16.3936339202542,82,8489.90
21-U1-j22-4.6.R,48.2194491899102,16.3923149239223,83,8604.47
21-U1-j22-4.6.R,48.2191341233019,16.39169589486,84,8662.18
21-U1-j22-4.6.R,48.2190822304963,16.3916179210933,85,8670.35
21-U1-j22-4.6.R,48.2187841002217,16.391169931261,86,8717.26
21-U1-j22-4.6.R,48.2183161022174,16.3906319302373,87,8782.81
21-U1-j22-4.6.R,48.2178400793955,16.3901598655554,88,8846.25
21-U1-j22-4.6.R,48.2173812306251,16.3896079406448,89,8911.64
21-U1-j22-4.6.R,48.2169861840376,16.3888938698253,90,8980.40
21-U1-j22-4.6.R,48.2161061768784,16.3870228587513,91,9150.09
21-U1-j22-4.6.R,48.2152825406402,16.3855292299282,92,9293.73
21-U1-j22-4.6.R,48.21388609977,16.3829968791419,93,9537.28
21-U1-j22-4.6.R,48.2127542058889,16.3808699380434,94,9738.97
21-U1-j22-4.6.R,48.2126281989141,16.3806008926158,95,9763.34
21-U1-j22-4.6.R,48.2125021916293,16.3802778584396,96,9791.07
21-U1-j22-4.6.R,48.2123311085581,16.3797528829874,97,9834.37
21-U1-j22-4.6.R,48.2120171953762,16.3785819290144,98,9927.90
21-U1-j22-4.6.R,48.2118997468146,16.3780877657766,99,9966.77
21-U1-j22-4.6.R,48.2117931928406,16.3776397759443,100,10002.02
21-U1-j22-4.6.R,48.2116040889218,16.3769808616833,101,10055.18
21-U1-j22-4.6.R,48.211370207294,16.3762399312369,102,10115.93
21-U1-j22-4.6.R,48.2111730802294,16.3757159439316,103,10160.52
21-U1-j22-4.6.R,48.2108852003195,16.3751368898994,104,10214.05
21-U1-j22-4.6.R,48.2104362265499,16.3744638720884,105,10284.61
21-U1-j22-4.6.R,48.2096451850538,16.3734538962143,106,10400.10
21-U1-j22-4.6.R,48.2083862221636,16.371932868775,107,10579.83
21-U1-j22-4.6.R,48.2080790496785,16.3716257347794,108,10620.87
21-U1-j22-4.6.R,48.2078741273098,16.3714209188946,109,10648.25
21-U1-j22-4.6.R,48.2074691293318,16.3710709352598,110,10700.22
21-U1-j22-4.6.R,48.2070280879795,16.3707879659453,111,10753.56
21-U1-j22-4.6.R,48.2065792001296,16.3706128842964,112,10805.13
21-U1-j22-4.6.R,48.2059672263868,16.3705179323708,113,10873.54
21-U1-j22-4.6.R,48.2054281063046,16.3705049067992,114,10933.49
21-U1-j22-4.6.R,48.2048971827254,16.3705039186524,115,10992.53
21-U1-j22-4.6.R,48.2044561790956,16.3704499299038,116,11041.73
21-U1-j22-4.6.R,48.2041152159075,16.3703418625751,117,11080.48
21-U1-j22-4.6.R,48.2021371056728,16.3694528897698,118,11310.09
21-U1-j22-4.6.R,48.2012243316331,16.3690131644382,119,11416.69
21-U1-j22-4.6.R,48.1995651308201,16.3682139333298,120,11610.46
21-U1-j22-4.6.R,48.1989352299672,16.3679709390454,121,11682.78
21-U1-j22-4.6.R,48.1986121932079,16.367836910405,122,11720.05
21-U1-j22-4.6.R,48.1979101874888,16.3676878798993,123,11798.89
21-U1-j22-4.6.R,48.197505110723,16.367700905471,124,11843.94
21-U1-j22-4.6.R,48.197056079535,16.3678219085398,125,11894.67
21-U1-j22-4.6.R,48.1968130896873,16.3679429116085,126,11923.14
21-U1-j22-4.6.R,48.1958951908275,16.3687899330901,127,12042.97
21-U1-j22-4.6.R,48.1948521829149,16.3697169046319,128,12177.77
21-U1-j22-4.6.R,48.1942761182318,16.3700939275567,129,12247.65
21-U1-j22-4.6.R,48.1937988539161,16.3703348557159,130,12303.65
21-U1-j22-4.6.R,48.1930261793144,16.3707249042123,131,12394.30
21-U1-j22-4.6.R,48.1910021274228,16.3714499344782,132,12625.69
21-U1-j22-4.6.R,48.1871983176611,16.3735521719064,133,13076.45
21-U1-j22-4.6.R,48.1870902150291,16.3736119098728,134,13089.26
21-U1-j22-4.6.R,48.1865667075897,16.3737819609561,135,13148.82
21-U1-j22-4.6.R,48.1861530963977,16.3739049403185,136,13195.71
21-U1-j22-4.6.R,48.1843911088639,16.37422887281,137,13393.10
21-U1-j22-4.6.R,48.1819900869843,16.3750878418848,138,13667.57
21-U1-j22-4.6.R,48.1792663929055,16.376180283102,139,13981.08
21-U1-j22-4.6.R,48.1748604490839,16.3779470896031,140,14488.21
21-U1-j22-4.6.R,48.1739580920103,16.3783089309996,141,14592.07
21-U1-j22-4.6.R,48.1730642857734,16.3786218142131,142,14694.13
21-U1-j22-4.6.R,48.168545473366,16.3805071085001,143,15215.69
21-U1-j22-4.6.R,48.1676693071557,16.3808726329893,144,15316.81
21-U1-j22-4.6.R,48.1619733226494,16.383532903872,145,15980.20
21-U1-j22-4.6.R,48.1618423971449,16.3835868027891,146,15995.30
21-U1-j22-4.6.R,48.1616725829722,16.3836567815497,147,16014.88
21-U1-j22-4.6.R,48.1614203773288,16.3837205619349,148,16043.32
21-U1-j22-4.6.R,48.1612062202686,16.3837488588664,149,16067.22
21-U1-j22-4.6.R,48.160915902401,16.3837699692755,150,16099.54
21-U1-j22-4.6.R,48.160302005029,16.3837124770973,151,16167.94
21-U1-j22-4.6.R,48.1600098843734,16.3836350423198,152,16200.93
21-U1-j22-4.6.R,48.1577163049141,16.3828789303451,153,16462.05
21-U1-j22-4.6.R,48.1565267791722,16.3824084826307,154,16598.85
21-U1-j22-4.6.R,48.1560836812741,16.3822862219205,155,16648.95
21-U1-j22-4.6.R,48.1557465911164,16.3822405875041,156,16686.58
21-U1-j22-4.6.R,48.1553770778319,16.3822071701755,157,16727.74
21-U1-j22-4.6.R,48.1535044207768,16.3823613210783,158,16936.29
21-U1-j22-4.6.R,48.1529670859885,16.3824053385272,159,16996.13
21-U1-j22-4.6.R,48.151206534999,16.3825193347368,160,17192.07
21-U1-j22-4.6.R,48.148645909065,16.3825862592255,161,17476.85
21-U1-j22-4.6.R,48.1484260047707,16.382587876193,162,17501.30
21-U1-j22-4.6.R,48.1482451778843,16.3825947932207,163,17521.41
21-U1-j22-4.6.R,48.1480690853289,16.3826124002002,164,17541.04
21-U1-j22-4.6.R,48.1477050309348,16.3826973808261,165,17582.00
21-U1-j22-4.6.R,48.1475382866869,16.3827613408744,166,17601.14
21-U1-j22-4.6.R,48.1471323922418,16.3829687618735,167,17648.83
21-U1-j22-4.6.R,48.1467396809165,16.3832034018258,168,17695.84
21-U1-j22-4.6.R,48.1464701996117,16.3834966119345,169,17732.87
21-U1-j22-4.6.R,48.1463711217211,16.3836900192152,170,17750.96
21-U1-j22-4.6.R,48.1462776778487,16.3839487340171,171,17772.78
21-U1-j22-4.6.R,48.1461690094238,16.3844066053175,172,17808.84
21-U1-j22-4.6.R,48.1459858969134,16.3852132026112,173,17872.05
21-U1-j22-4.6.R,48.1456972910902,16.3863759819151,174,17964.10
21-U1-j22-4.6.R,48.1453374755762,16.3878258627839,175,18078.87
21-U1-j22-4.6.R,48.1444950190913,16.3909465202498,176,18328.64
21-U1-j22-4.6.R,48.1423556989004,16.3995565129232,177,19010.33
21-U1-j22-4.6.R,48.1421948117038,16.400228991745,178,19063.33
21-U1-j22-4.7.R,48.27752565243,16.4517845635492,1,0.00
21-U1-j22-4.7.R,48.2772582335867,16.4505388697445,2,96.86
21-U1-j22-4.7.R,48.2769811878629,16.4495419194421,3,176.81
21-U1-j22-4.7.R,48.2766491973419,16.4486109054815,4,254.98
21-U1-j22-4.7.R,48.2763172046636,16.4480039138439,5,313.12
21-U1-j22-4.7.R,48.2759031823185,16.4474649246734,6,374.03
21-U1-j22-4.7.R,48.2755620971296,16.4471667738305,7,417.91
21-U1-j22-4.7.R,48.2750501960314,16.4468698806291,8,478.93
21-U1-j22-4.7.R,48.2744921928813,16.446747799582,9,541.63
21-U1-j22-4.7.R,48.2738181327331,16.44678588815,10,616.63
21-U1-j22-4.7.R,48.2733051977339,16.4469339305088,11,674.71
21-U1-j22-4.7.R,48.2724681322423,16.4472689122783,12,771.04
21-U1-j22-4.7.R,48.2710174054791,16.4478719513287,13,938.41
21-U1-j22-4.7.R,48.2709211991281,16.4479119263588,14,949.51
21-U1-j22-4.7.R,48.2695440950818,16.4486629179364,15,1112.41
21-U1-j22-4.7.R,48.2688601034679,16.4492139445318,16,1198.71
21-U1-j22-4.7.R,48.2685181341257,16.4495499144481,17,1244.15
21-U1-j22-4.7.R,48.2681491347394,16.4498449211874,18,1290.63
21-U1-j22-4.7.R,48.2669341266818,16.4506369657736,19,1437.90
21-U1-j22-4.7.R,48.2657461187796,16.451388945498,20,1581.25
21-U1-j22-4.7.R,48.2652871015353,16.4516039123455,21,1634.71
21-U1-j22-4.7.R,48.2649010956982,16.4516838624058,22,1678.04
21-U1-j22-4.7.R,48.2644692201816,16.4516958998306,23,1726.07
21-U1-j22-4.7.R,48.2634122997929,16.4516078649328,24,1843.77
21-U1-j22-4.7.R,48.2621401271276,16.4515018637292,25,1985.45
21-U1-j22-4.7.R,48.2604041969573,16.4512958800346,26,2179.08
21-U1-j22-4.7.R,48.2601441043641,16.451241891286,27,2208.27
21-U1-j22-4.7.R,48.2598831133634,16.4511339137888,28,2238.38
21-U1-j22-4.7.R,48.259281226196,16.4507818640289,29,2310.20
21-U1-j22-4.7.R,48.2579242029962,16.4498769012116,30,2475.30
21-U1-j22-4.7.R,48.2575710361374,16.4496087540992,31,2519.30
21-U1-j22-4.7.R,48.2552010768707,16.4478098777425,32,2814.57
21-U1-j22-4.7.R,48.2545451843188,16.4473369147454,33,2895.47
21-U1-j22-4.7.R,48.254113101681,16.4469998668507,34,2949.61
21-U1-j22-4.7.R,48.2537541066569,16.4466759343592,35,2996.18
21-U1-j22-4.7.R,48.2534671241501,16.4463788614947,36,3034.93
21-U1-j22-4.7.R,48.2531431753084,16.4460148641415,37,3079.92
21-U1-j22-4.7.R,48.2528741335176,16.4456508667884,38,3120.19
21-U1-j22-4.7.R,48.2526131054027,16.4453269342969,39,3157.84
21-U1-j22-4.7.R,48.2523261763064,16.4450029119738,40,3197.76
21-U1-j22-4.7.R,48.2510951203583,16.4439639205161,41,3354.78
21-U1-j22-4.7.R,48.2504021486141,16.4434054379039,42,3442.23
21-U1-j22-4.7.R,48.2497202337171,16.4428557587814,43,3528.28
21-U1-j22-4.7.R,48.2491091345364,16.4422899099839,44,3608.11
21-U1-j22-4.7.R,48.2487670928687,16.4418448845921,45,3658.44
21-U1-j22-4.7.R,48.2485522239704,16.4414808872389,46,3694.45
21-U1-j22-4.7.R,48.248319228975,16.4409948986701,47,3738.79
21-U1-j22-4.7.R,48.2474840872292,16.4387318628061,48,3930.37
21-U1-j22-4.7.R,48.247341116965,16.4383678654529,49,3961.67
21-U1-j22-4.7.R,48.2471700905046,16.4380168936713,50,3993.87
21-U1-j22-4.7.R,48.2469370892124,16.4376398707465,51,4031.96
21-U1-j22-4.7.R,48.2466492309512,16.437288898965,52,4073.19
21-U1-j22-4.7.R,48.2455081309846,16.4361158788668,53,4226.95
21-U1-j22-4.7.R,48.2450771086194,16.4356838790466,54,4284.58
21-U1-j22-4.7.R,48.2446192218946,16.4351179404175,55,4350.52
21-U1-j22-4.7.R,48.2441960888012,16.4345649375286,56,4412.90
21-U1-j22-4.7.R,48.2436491154434,16.433701926035,57,4501.12
21-U1-j22-4.7.R,48.243279158803,16.4331862930618,58,4557.25
21-U1-j22-4.7.R,48.2416271836062,16.4308839109883,59,4807.87
21-U1-j22-4.7.R,48.2400291206911,16.4279199197079,60,5090.28
21-U1-j22-4.7.R,48.2380488677514,16.4243876541788,61,5432.21
21-U1-j22-4.7.R,48.2372721339194,16.4230009248745,62,5566.41
21-U1-j22-4.7.R,48.236670219913,16.4221648628394,63,5657.58
21-U1-j22-4.7.R,48.2361670837756,16.4215718849203,64,5728.71
21-U1-j22-4.7.R,48.2350261089678,16.420385929082,65,5883.02
21-U1-j22-4.7.R,48.2347831795868,16.4200219317289,66,5921.18
21-U1-j22-4.7.R,48.2327629916191,16.4162967979082,67,6276.97
21-U1-j22-4.7.R,48.2325472177616,16.4158989340688,68,6314.97
21-U1-j22-4.7.R,48.2321072301462,16.4151039250422,69,6391.53
21-U1-j22-4.7.R,48.2317021844831,16.4146588996504,70,6447.34
21-U1-j22-4.7.R,48.2308391853798,16.413930904944,71,6557.41
21-U1-j22-4.7.R,48.2304712304975,16.4135939468809,72,6605.34
21-U1-j22-4.7.R,48.2301650881042,16.4131499096359,73,6652.68
21-U1-j22-4.7.R,48.2291955453209,16.4113500451324,74,6824.13
21-U1-j22-4.7.R,48.2253241924859,16.4041648703314,75,7508.67
21-U1-j22-4.7.R,48.223707486412,16.4011497649113,76,7795.39
21-U1-j22-4.7.R,48.2232662258244,16.400326908111,77,7873.64
21-U1-j22-4.7.R,48.2227810921351,16.3992499179167,78,7969.95
21-U1-j22-4.7.R,48.2224131990143,16.3983738808515,79,8046.66
21-U1-j22-4.7.R,48.2215872103744,16.3968389295253,80,8192.84
21-U1-j22-4.7.R,48.2206792119761,16.3951828852988,81,8351.73
21-U1-j22-4.7.R,48.2199870850508,16.3936339202542,82,8489.90
21-U1-j22-4.7.R,48.2194491899102,16.3923149239223,83,8604.47
21-U1-j22-4.7.R,48.2191341233019,16.39169589486,84,8662.18
21-U1-j22-4.7.R,48.2190822304963,16.3916179210933,85,8670.35
21-U1-j22-4.7.R,48.2187841002217,16.391169931261,86,8717.26
21-U1-j22-4.7.R,48.2183161022174,16.3906319302373,87,8782.81
21-U1-j22-4.7.R,48.2178400793955,16.3901598655554,88,8846.25
21-U1-j22-4.7.R,48.2173812306251,16.3896079406448,89,8911.64
21-U1-j22-4.7.R,48.2169861840376,16.3888938698253,90,8980.40
21-U1-j22-4.7.R,48.2161061768784,16.3870228587513,91,9150.09
21-U1-j22-4.7.R,48.2152825406402,16.3855292299282,92,9293.73
21-U1-j22-4.7.R,48.21388609977,16.3829968791419,93,9537.28
21-U1-j22-4.7.R,48.2127542058889,16.3808699380434,94,9738.97
21-U1-j22-4.7.R,48.2126281989141,16.3806008926158,95,9763.34
21-U1-j22-4.7.R,48.2125021916293,16.3802778584396,96,9791.07
21-U1-j22-4.7.R,48.2123311085581,16.3797528829874,97,9834.37
21-U1-j22-4.7.R,48.2120171953762,16.3785819290144,98,9927.90
21-U1-j22-4.7.R,48.2118997468146,16.3780877657766,99,9966.77
21-U1-j22-4.7.R,48.2117931928406,16.3776397759443,100,10002.02
21-U1-j22-4.7.R,48.2116040889218,16.3769808616833,101,10055.18
21-U1-j22-4.7.R,48.211370207294,16.3762399312369,102,10115.93
21-U1-j22-4.7.R,48.2111730802294,16.3757159439316,103,10160.52
21-U1-j22-4.7.R,48.2108852003195,16.3751368898994,104,10214.05
21-U1-j22-4.7.R,48.2104362265499,16.3744638720884,105,10284.61
21-U1-j22-4.7.R,48.2096451850538,16.3734538962143,106,10400.10
21-U1-j22-4.7.R,48.2083862221636,16.371932868775,107,10579.83
21-U1-j22-4.7.R,48.2080790496785,16.3716257347794,108,10620.87
21-U1-j22-4.7.R,48.2078741273098,16.3714209188946,109,10648.25
21-U1-j22-4.7.R,48.2074691293318,16.3710709352598,110,10700.22
21-U1-j22-4.7.R,48.2070280879795,16.3707879659453,111,10753.56
21-U1-j22-4.7.R,48.2065792001296,16.3706128842964,112,10805.13
21-U1-j22-4.7.R,48.2059672263868,16.3705179323708,113,10873.54
21-U1-j22-4.7.R,48.2054281063046,16.3705049067992,114,10933.49
21-U1-j22-4.7.R,48.2048971827254,16.3705039186524,115,10992.53
21-U1-j22-4.7.R,48.2044561790956,16.3704499299038,116,11041.73
21-U1-j22-4.7.R,48.2041152159075,16.3703418625751,117,11080.48
21-U1-j22-4.7.R,48.2021371056728,16.3694528897698,118,11310.09
21-U1-j22-4.7.R,48.2012243316331,16.3690131644382,119,11416.69
21-U1-j22-4.7.R,48.1995651308201,16.3682139333298,120,11610.46
21-U1-j22-4.7.R,48.1989352299672,16.3679709390454,121,11682.78
21-U1-j22-4.7.R,48.1986121932079,16.367836910405,122,11720.05
21-U1-j22-4.7.R,48.1979101874888,16.3676878798993,123,11798.89
21-U1-j22-4.7.R,48.197505110723,16.367700905471,124,11843.94
21-U1-j22-4.7.R,48.197056079535,16.3678219085398,125,11894.67
21-U1-j22-4.7.R,48.1968130896873,16.3679429116085,126,11923.14
21-U1-j22-4.7.R,48.1958951908275,16.3687899330901,127,12042.97
21-U1-j22-4.7.R,48.1948521829149,16.3697169046319,128,12177.77
21-U1-j22-4.7.R,48.1942761182318,16.3700939275567,129,12247.65
21-U1-j22-4.7.R,48.1937988539161,16.3703348557159,130,12303.65
21-U1-j22-4.7.R,48.1930261793144,16.3707249042123,131,12394.30
21-U1-j22-4.7.R,48.1910021274228,16.3714499344782,132,12625.69
21-U1-j22-4.7.R,48.1871983176611,16.3735521719064,133,13076.45
21-U1-j22-4.7.R,48.1870902150291,16.3736119098728,134,13089.26
21-U1-j22-4.7.R,48.1865667075897,16.3737819609561,135,13148.82
21-U1-j22-4.7.R,48.1861530963977,16.3739049403185,136,13195.71
21-U1-j22-4.7.R,48.1843911088639,16.37422887281,137,13393.10
21-U1-j22-4.7.R,48.1819900869843,16.3750878418848,138,13667.57
21-U1-j22-4.7.R,48.1792663929055,16.376180283102,139,13981.08
21-U1-j22-4.7.R,48.1748604490839,16.3779470896031,140,14488.21
21-U1-j22-4.7.R,48.1739580920103,16.3783089309996,141,14592.07
21-U1-j22-4.7.R,48.1730642857734,16.3786218142131,142,14694.13
21-U1-j22-4.7.R,48.168545473366,16.3805071085001,143,15215.69
21-U1-j22-4.7.R,48.1676693071557,16.3808726329893,144,15316.81
21-U1-j22-4.7.R,48.1619733226494,16.383532903872,145,15980.20
21-U1-j22-4.7.R,48.1618423971449,16.3835868027891,146,15995.30
21-U1-j22-4.7.R,48.1616725829722,16.3836567815497,147,16014.88
21-U1-j22-4.7.R,48.1614203773288,16.3837205619349,148,16043.32
21-U1-j22-4.7.R,48.1612062202686,16.3837488588664,149,16067.22
21-U1-j22-4.7.R,48.160915902401,16.3837699692755,150,16099.54
21-U1-j22-4.7.R,48.160302005029,16.3837124770973,151,16167.94
21-U1-j22-4.7.R,48.1600098843734,16.3836350423198,152,16200.93
21-U1-j22-4.7.R,48.1577163049141,16.3828789303451,153,16462.05
21-U1-j22-4.7.R,48.1565267791722,16.3824084826307,154,16598.85
21-U1-j22-4.7.R,48.1560836812741,16.3822862219205,155,16648.95
21-U1-j22-4.7.R,48.1557465911164,16.3822405875041,156,16686.58
21-U1-j22-4.7.R,48.1553770778319,16.3822071701755,157,16727.74
21-U1-j22-4.7.R,48.1535044207768,16.3823613210783,158,16936.29
21-U1-j22-4.7.R,48.1529670859885,16.3824053385272,159,16996.13
21-U1-j22-4.7.R,48.151206534999,16.3825193347368,160,17192.07
21-U1-j22-4.7.R,48.148645909065,16.3825862592255,161,17476.85
21-U1-j22-4.7.R,48.1484260047707,16.382587876193,162,17501.30
21-U1-j22-4.7.R,48.1482451778843,16.3825947932207,163,17521.41
21-U1-j22-4.7.R,48.1480690853289,16.3826124002002,164,17541.04
21-U1-j22-4.7.R,48.1477050309348,16.3826973808261,165,17582.00
21-U1-j22-4.7.R,48.1475382866869,16.3827613408744,166,17601.14
21-U1-j22-4.7.R,48.1471323922418,16.3829687618735,167,17648.83
21-U1-j22-4.7.R,48.1467396809165,16.3832034018258,168,17695.84
21-U1-j22-4.7.R,48.1464701996117,16.3834966119345,169,17732.87
21-U1-j22-4.7.R,48.1463711217211,16.3836900192152,170,17750.96
21-U1-j22-4.7.R,48.1462776778487,16.3839487340171,171,17772.78
21-U1-j22-4.7.R,48.1461690094238,16.3844066053175,172,17808.84
21-U1-j22-4.7.R,48.1459858969134,16.3852132026112,173,17872.05
21-U1-j22-4.7.R,48.1456972910902,16.3863759819151,174,17964.10
21-U1-j22-4.7.R,48.1453374755762,16.3878258627839,175,18078.87
21-U1-j22-4.7.R,48.1444950190913,16.3909465202498,176,18328.64
21-U1-j22-4.7.R,48.1423556989004,16.3995565129232,177,19010.33
21-U1-j22-4.7.R,48.1421948117038,16.400228991745,178,19063.33
21-U1-j22-4.8.R,48.27752565243,16.4517845635492,1,0.00
21-U1-j22-4.8.R,48.2772582335867,16.4505388697445,2,96.86
21-U1-j22-4.8.R,48.2769811878629,16.4495419194421,3,176.81
21-U1-j22-4.8.R,48.2766491973419,16.4486109054815,4,254.98
21-U1-j22-4.8.R,48.2763172046636,16.4480039138439,5,313.12
21-U1-j22-4.8.R,48.2759031823185,16.4474649246734,6,374.03
21-U1-j22-4.8.R,48.2755620971296,16.4471667738305,7,417.91
21-U1-j22-4.8.R,48.2750501960314,16.4468698806291,8,478.93
21-U1-j22-4.8.R,48.2744921928813,16.446747799582,9,541.63
21-U1-j22-4.8.R,48.2738181327331,16.44678588815,10,616.63
21-U1-j22-4.8.R,48.2733051977339,16.4469339305088,11,674.71
21-U1-j22-4.8.R,48.2724681322423,16.4472689122783,12,771.04
21-U1-j22-4.8.R,48.2710174054791,16.4478719513287,13,938.41
21-U1-j22-4.8.R,48.2709211991281,16.4479119263588,14,949.51
21-U1-j22-4.8.R,48.2695440950818,16.4486629179364,15,1112.41
21-U1-j22-4.8.R,48.2688601034679,16.4492139445318,16,1198.71
21-U1-j22-4.8.R,48.2685181341257,16.4495499144481,17,1244.15
21-U1-j22-4.8.R,48.2681491347394,16.4498449211874,18,1290.63
21-U1-j22-4.8.R,48.2669341266818,16.4506369657736,19,1437.90
21-U1-j22-4.8.R,48.2657461187796,16.451388945498,20,1581.25
21-U1-j22-4.8.R,48.2652871015353,16.4516039123455,21,1634.71
21-U1-j22-4.8.R,48.2649010956982,16.4516838624058,22,1678.04
21-U1-j22-4.8.R,48.2644692201816,16.4516958998306,23,1726.07
21-U1-j22-4.8.R,48.2634122997929,16.4516078649328,24,1843.77
21-U1-j22-4.8.R,48.2621401271276,16.4515018637292,25,1985.45
21-U1-j22-4.8.R,48.2604041969573,16.4512958800346,26,2179.08
21-U1-j22-4.8.R,48.2601441043641,16.451241891286,27,2208.27
21-U1-j22-4.8.R,48.2598831133634,16.4511339137888,28,2238.38
21-U1-j22-4.8.R,48.259281226196,16.4507818640289,29,2310.20
21-U1-j22-4.8.R,48.2579242029962,16.4498769012116,30,2475.30
21-U1-j22-4.8.R,48.2575710361374,16.4496087540992,31,2519.30
21-U1-j22-4.8.R,48.2552010768707,16.4478098777425,32,2814.57
21-U1-j22-4.8.R,48.2545451843188,16.4473369147454,33,2895.47
21-U1-j22-4.8.R,48.254113101681,16.4469998668507,34,2949.61
21-U1-j22-4.8.R,48.2537541066569,16.4466759343592,35,2996.18
21-U1-j22-4.8.R,48.2534671241501,16.4463788614947,36,3034.93
21-U1-j22-4.8.R,48.2531431753084,16.4460148641415,37,3079.92
21-U1-j22-4.8.R,48.2528741335176,16.4456508667884,38,3120.19
21-U1-j22-4.8.R,48.2526131054027,16.4453269342969,39,3157.84
21-U1-j22-4.8.R,48.2523261763064,16.4450029119738,40,3197.76
21-U1-j22-4.8.R,48.2510951203583,16.4439639205161,41,3354.78
21-U1-j22-4.8.R,48.2504021486141,16.4434054379039,42,3442.23
21-U1-j22-4.8.R,48.2497202337171,16.4428557587814,43,3528.28
21-U1-j22-4.8.R,48.2491091345364,16.4422899099839,44,3608.11
21-U1-j22-4.8.R,48.2487670928687,16.4418448845921,45,3658.44
21-U1-j22-4.8.R,48.2485522239704,16.4414808872389,46,3694.45
21-U1-j22-4.8.R,48.248319228975,16.4409948986701,47,3738.79
21-U1-j22-4.8.R,48.2474840872292,16.4387318628061,48,3930.37
21-U1-j22-4.8.R,48.247341116965,16.4383678654529,49,3961.67
21-U1-j22-4.8.R,48.2471700905046,16.4380168936713,50,3993.87
21-U1-j22-4.8.R,48.2469370892124,16.4376398707465,51,4031.96
21-U1-j22-4.8.R,48.2466492309512,16.437288898965,52,4073.19
21-U1-j22-4.8.R,48.2455081309846,16.4361158788668,53,4226.95
21-U1-j22-4.8.R,48.2450771086194,16.4356838790466,54,4284.58
21-U1-j22-4.8.R,48.2446192218946,16.4351179404175,55,4350.52
21-U1-j22-4.8.R,48.2441960888012,16.4345649375286,56,4412.90
21-U1-j22-4.8.R,48.2436491154434,16.433701926035,57,4501.12
21-U1-j22-4.8.R,48.243279158803,16.4331862930618,58,4557.25
21-U1-j22-4.8.R,48.2416271836062,16.4308839109883,59,4807.87
21-U1-j22-4.8.R,48.2400291206911,16.4279199197079,60,5090.28
21-U1-j22-4.8.R,48.2380488677514,16.4243876541788,61,5432.21
21-U1-j22-4.8.R,48.2372721339194,16.4230009248745,62,5566.41
21-U1-j22-4.8.R,48.236670219913,16.4221648628394,63,5657.58
21-U1-j22-4.8.R,48.2361670837756,16.4215718849203,64,5728.71
21-U1-j22-4.8.R,48.2350261089678,16.420385929082,65,5883.02
21-U1-j22-4.8.R,48.2347831795868,16.4200219317289,66,5921.18
21-U1-j22-4.8.R,48.2327629916191,16.4162967979082,67,6276.97
21-U1-j22-4.8.R,48.2325472177616,16.4158989340688,68,6314.97
21-U1-j22-4.8.R,48.2321072301462,16.4151039250422,69,6391.53
21-U1-j22-4.8.R,48.2317021844831,16.4146588996504,70,6447.34
21-U1-j22-4.8.R,48.2308391853798,16.413930904944,71,6557.41
21-U1-j22-4.8.R,48.2304712304975,16.4135939468809,72,6605.34
21-U1-j22-4.8.R,48.2301650881042,16.4131499096359,73,6652.68
21-U1-j22-4.8.R,48.2291955453209,16.4113500451324,74,6824.13
21-U1-j22-4.8.R,48.2253241924859,16.4041648703314,75,7508.67
21-U1-j22-4.8.R,48.223707486412,16.4011497649113,76,7795.39
21-U1-j22-4.8.R,48.2232662258244,16.400326908111,77,7873.64
21-U1-j22-4.8.R,48.2227810921351,16.3992499179167,78,7969.95
21-U1-j22-4.8.R,48.2224131990143,16.3983738808515,79,8046.66
21-U1-j22-4.8.R,48.2215872103744,16.3968389295253,80,8192.84
21-U1-j22-4.8.R,48.2206792119761,16.3951828852988,81,8351.73
21-U1-j22-4.8.R,48.2199870850508,16.3936339202542,82,8489.90
21-U1-j22-4.8.R,48.2194491899102,16.3923149239223,83,8604.47
21-U1-j22-4.8.R,48.2191341233019,16.39169589486,84,8662.18
21-U1-j22-4.8.R,48.2190822304963,16.3916179210933,85,8670.35
21-U1-j22-4.8.R,48.2187841002217,16.391169931261,86,8717.26
21-U1-j22-4.8.R,48.2183161022174,16.3906319302373,87,8782.81
21-U1-j22-4.8.R,48.2178400793955,16.3901598655554,88,8846.25
21-U1-j22-4.8.R,48.2173812306251,16.3896079406448,89,8911.64
21-U1-j22-4.8.R,48.2169861840376,16.3888938698253,90,8980.40
21-U1-j22-4.8.R,48.2161061768784,16.3870228587513,91,9150.09
21-U1-j22-4.8.R,48.2152825406402,16.3855292299282,92,9293.73
21-U1-j22-4.8.R,48.21388609977,16.3829968791419,93,9537.28
21-U1-j22-4.8.R,48.2127542058889,16.3808699380434,94,9738.97
21-U1-j22-4.8.R,48.2126281989141,16.3806008926158,95,9763.34
21-U1-j22-4.8.R,48.2125021916293,16.3802778584396,96,9791.07
21-U1-j22-4.8.R,48.2123311085581,16.3797528829874,97,9834.37
